width,height,samples,max_depth,focal_length_mm,fstop,focal_distance,aperture_blades,exposure,iso,threads,time_seconds,mrays_per_second
600,600,125,50,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,15.23,2.9543
600,600,125,50,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,15.34,2.9334
600,600,125,50,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,20.62,2.1820
600,600,500,50,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,79.00,2.2784
600,337,500,50,85mm,f/20.0,10 units,6-blade,1/0.017,100,32,10.19,9.9242
600,600,125,50,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,23.08,1.9496
600,600,125,50,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,23.24,1.9362
600,600,125,50,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,28.44,1.5825
600,600,125,50,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,28.46,1.5813
600,600,125,50,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,28.64,1.5713
600,337,125,10,85mm,f/8.0,10 units,6-blade,1/0.017,100,32,1.71,14.7962
600,600,125,50,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,39.43,1.1413
600,600,200,50,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,61.76,1.1659
600,600,200,50,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,50.49,1.4260
600,600,200,50,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,50.43,1.4279
600,600,500,50,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,124.12,1.4502
400,400,250,4,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,13.69,2.9217
600,600,500,50,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,123.48,1.4577
600,600,500,50,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,123.10,1.4623
400,400,250,4,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,15.58,2.5675
400,400,250,4,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,15.35,2.6051
400,400,250,4,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,16.30,2.4537
400,400,250,4,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,12.46,3.2100
400,400,250,4,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,12.57,3.1818
400,400,250,4,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,14.70,2.7219
400,400,250,4,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,14.66,2.7286
400,400,250,4,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,14.88,2.6889
400,400,250,4,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,16.83,2.3769
400,400,250,4,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,18.27,2.1898
800,800,10000,40,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,1724.20,3.7119
400,400,250,4,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,17.67,2.2642
400,400,250,4,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,18.06,2.2146
400,400,250,4,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,17.85,2.2411
600,337,125,20,85mm,f/20.0,10 units,6-blade,1/0.017,100,32,3.30,7.6607
600,337,125,20,85mm,f/8.0,10 units,6-blade,1/0.017,100,32,10.37,2.4372
600,337,125,20,85mm,f/8.0,10 units,6-blade,1/0.017,100,32,10.18,2.4837
600,600,125,20,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,23.53,1.9126
400,400,250,4,50mm,f/20.0,50 units,6-blade,1/0.017,100,32,17.49,2.2870
600,337,125,20,85mm,f/20.0,10 units,6-blade,1/0.017,100,32,1.18,21.4919
600,337,125,20,85mm,f/20.0,10 units,6-blade,1/0.017,100,32,1.39,18.1743
400,225,10,50,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,32,0.58,1.5434
400,225,10,50,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,32,0.58,1.5394
400,225,10,50,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,32,0.57,1.5859
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,32,3.17,7.9849
600,337,125,20,85mm,f/8.0,10 units,Circle (∅10.6mm),1/0.017,100,32,6.49,3.8961
600,337,125,20,85mm,f/8.0,10 units,Circle (∅10.6mm),1/0.017,100,32,9.36,2.7016
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,32,3.16,7.9905
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,32,1.76,14.3614
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,32,1.74,14.5075
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,32,1.81,14.0011
600,337,125,20,120mm,f/20.0,10 units,Circle (∅6.0mm),1/0.017,100,32,6.64,3.8056
600,600,125,20,20mm,f/20.0,10 units,Circle (∅1.0mm),1/0.017,100,32,4.37,10.3082
600,337,125,20,120mm,f/20.0,26 units,Circle (∅6.0mm),1/0.017,100,32,4.15,6.0965
600,600,125,20,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,23.59,1.9077
600,600,125,20,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,30.91,1.4558
600,600,125,20,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,34.83,1.2921
600,600,125,20,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,34.75,1.2951
400,400,250,4,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,18.08,2.2124
600,337,125,20,85mm,f/8.0,10 units,Circle (∅10.6mm),1/0.017,100,32,10.46,2.4157
600,337,125,20,85mm,f/8.0,10 units,Circle (∅10.6mm),1/0.017,100,32,9.27,2.7276
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,32,3.07,8.2399
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,32,1.69,14.9441
600,337,125,20,120mm,f/20.0,10 units,Circle (∅6.0mm),1/0.017,100,32,6.56,3.8517
600,600,125,20,20mm,f/20.0,10 units,Circle (∅1.0mm),1/0.017,100,32,4.33,10.4018
600,337,125,20,120mm,f/20.0,26 units,Circle (∅6.0mm),1/0.017,100,32,4.05,6.2352
600,600,125,20,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,23.33,1.9285
600,600,125,20,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,30.64,1.4687
600,600,125,20,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,23.48,1.9167
600,600,125,20,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,22.64,1.9880
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,32,2.92,8.6568
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,32,1.50,16.8899
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,32,1.48,17.0346
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,32,1.44,17.4985
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,32,1.44,17.5050
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,32,1.47,17.2467
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,1,15.10,1.6736
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,1,13.97,1.8088
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,1,14.15,1.7858
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,1,14.15,1.7868
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,1,15.78,1.6022
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,1,14.86,1.7005
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,1,14.94,1.6913
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,1,14.15,1.7861
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,1,14.14,1.7875
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,1,14.36,1.7600
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,1,13.66,1.8500
600,337,125,20,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,1,14.10,1.7925
600,337,125,20,85mm,f/8.0,10 units,Circle (∅10.6mm),1/0.017,100,1,162.93,0.1551
600,337,125,20,85mm,f/8.0,10 units,Circle (∅10.6mm),1/0.017,100,32,9.16,2.7605
0,1,0,0,0mm,f/0.0,0 units,Aperture Successfully avoided,1/0.000,0,32,0.00,0.0000
0,1,0,0,0mm,f/0.0,0 units,Aperture Successfully avoided,1/0.000,0,32,0.00,0.0000
400,400,250,4,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,17.85,2.2414
0,1,0,0,0mm,f/0.0,0 units,Aperture Successfully avoided,1/0.000,0,32,0.00,0.0000
0,1,0,0,0mm,f/0.0,0 units,Aperture Successfully avoided,1/0.000,0,32,0.00,0.0000
0,1,0,0,0mm,f/0.0,0 units,Aperture Successfully avoided,1/0.000,0,32,0.00,0.0000
0,1,0,0,0mm,f/0.0,0 units,Aperture Successfully avoided,1/0.000,0,32,0.00,0.0000
0,1,0,0,0mm,f/0.0,0 units,Aperture Successfully avoided,1/0.000,0,32,0.00,0.0000
400,400,250,4,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,17.57,2.2764
400,400,250,4,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,17.48,2.2883
600,337,125,50,85mm,f/8.0,10 units,Circle (∅10.6mm),1/0.017,100,32,9.34,2.7047
600,337,125,50,85mm,f/8.0,10 units,Circle (∅10.6mm),1/0.017,100,32,9.34,2.7051
600,337,125,50,85mm,f/8.0,10 units,Circle (∅10.6mm),1/0.017,100,32,9.38,2.6952
600,337,125,50,85mm,f/8.0,10 units,Circle (∅10.6mm),1/0.017,100,32,9.28,2.7246
600,337,125,50,85mm,f/8.0,10 units,Circle (∅10.6mm),1/0.017,100,32,8.86,2.8528
600,337,125,50,120mm,f/20.0,10 units,Circle (∅6.0mm),1/0.017,100,32,6.56,3.8545
600,337,125,50,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,32,3.16,8.0036
600,337,125,50,85mm,f/20.0,10 units,Circle (∅4.2mm),1/0.017,100,32,1.65,15.2809
600,337,125,50,120mm,f/20.0,10 units,Circle (∅6.0mm),1/0.017,100,32,6.55,3.8581
600,600,125,50,20mm,f/20.0,10 units,Circle (∅1.0mm),1/0.017,100,32,3.89,11.5633
600,337,125,50,120mm,f/20.0,26 units,Circle (∅6.0mm),1/0.017,100,32,3.98,6.3512
600,600,125,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,27.68,1.6255
600,600,125,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,31.61,1.4238
400,400,250,4,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,17.54,2.2811
400,400,250,4,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,17.18,2.3281
600,600,64,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,16.24,1.4187
600,600,64,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,17.00,1.3553
600,600,64,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,15.31,1.5045
600,600,64,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,15.26,1.5103
600,600,64,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,15.47,1.4895
600,600,64,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,15.62,1.4749
600,600,64,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,15.43,1.4927
600,600,125,50,20mm,f/20.0,10 units,Circle (∅1.0mm),1/0.017,100,32,3.74,12.0297
600,600,125,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,26.99,1.6676
600,600,1000,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,205.55,1.7514
600,600,1000,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,206.87,1.7402
600,600,1000,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,204.81,1.7577
600,600,1000,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,208.59,1.7259
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,3.69,0.9758
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,3.63,0.9926
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,3.68,0.9786
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,3.66,0.9828
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,3.58,1.0068
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,3.66,0.9828
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,3.82,0.9425
600,600,1000,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,207.43,1.7355
600,600,1000,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,207.28,1.7368
600,600,1000,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,212.98,1.6903
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,3.52,1.0233
600,600,20,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,4.95,1.4547
600,600,30,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,6.69,1.6132
600,600,30,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,6.47,1.6692
600,600,30,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,6.87,1.5724
600,600,30,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,6.89,1.5676
600,600,30,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,6.91,1.5636
600,600,30,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,6.85,1.5774
600,600,30,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,7.01,1.5413
600,600,30,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,6.98,1.5477
600,600,30,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,6.47,1.6691
600,600,30,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,6.46,1.6719
600,600,30,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,6.66,1.6218
600,600,30,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,7.09,1.5237
600,600,30,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,7.10,1.5202
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,3.47,1.0389
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,24.39,1.4757
600,600,300,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,75.82,1.4245
600,600,1000,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,209.86,1.7155
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,2.26,1.5950
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,2.16,1.6629
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,2.28,1.5815
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,2.27,1.5833
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,2.13,1.6891
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,2.31,1.5576
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,3.55,1.0132
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,3.53,1.0211
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,3.55,1.0143
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,2.32,1.5496
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.94,1.8510
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.87,1.9300
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.97,1.8291
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.97,1.8317
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.96,1.8409
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.98,1.8218
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.96,1.8371
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.85,1.9484
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.88,1.9169
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.96,1.8365
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.95,1.8418
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.78,2.0243
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.74,2.0650
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.76,2.0406
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,2.09,1.7202
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,2.38,1.5116
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,12.13,2.9683
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,24.41,1.4747
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,24.37,1.4771
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,24.49,1.4699
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,24.42,1.4739
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,3.51,1.0248
600,600,1000,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,223.59,1.6101
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,3.48,1.0333
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,24.42,1.4744
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,24.30,1.4818
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,23.59,1.5259
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,24.34,1.4788
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,24.69,1.4581
600,600,1000,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,223.59,1.6101
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,3.78,0.9530
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,24.93,1.4441
600,600,1000,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,224.25,1.6053
600,600,1000,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,223.74,1.6090
600,600,1000,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,222.92,1.6149
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,3.78,0.9515
600,600,50,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,13.10,1.3744
600,600,50,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,13.08,1.3760
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,2.07,1.7415
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.90,1.8986
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.88,1.9116
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.89,1.9053
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,6.56,5.4852
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,6.67,5.3984
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,6.67,5.4009
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,6.58,5.4714
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,6.68,5.3880
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.87,1.9267
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,3.53,1.0204
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.85,1.9424
600,600,1000,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,47.60,7.5624
600,600,1000,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,47.81,7.5299
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.87,1.9201
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.85,1.9442
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,12.32,0.2923
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.86,1.9308
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,14.78,0.2437
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.88,1.9151
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,2.00,1.8032
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,6.87,5.2412
600,600,1000,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,54.59,6.5944
600,600,1000,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,54.62,6.5916
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,6.97,5.1645
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.87,1.9207
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.97,1.8284
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.97,1.8305
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.97,1.8258
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,7.06,5.0999
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,7.00,5.1444
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,7.08,5.0822
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,10.29,3.4996
600,600,1000,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,85.82,4.1949
600,600,10,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,2.59,1.3903
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,10.68,3.3696
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,9.48,3.7963
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,10.76,3.3446
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,9.77,3.6860
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,9.40,3.8302
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,8.67,4.1505
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,10.08,3.5724
600,600,200,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,17.97,4.0078
600,600,200,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,18.09,3.9808
600,600,200,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,18.19,3.9572
600,600,200,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,15.38,4.6829
600,600,200,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,17.77,4.0513
600,600,200,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,17.77,4.0528
600,600,200,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,17.98,4.0049
600,600,200,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,17.85,4.0337
600,600,1,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.74,0.2070
600,600,1,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.47,0.2442
600,600,1,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.45,0.2476
600,600,1,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.49,0.2413
600,600,1,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.47,0.2446
600,600,1,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.47,0.2454
600,600,1,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.49,0.2409
600,600,1,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.51,0.2391
600,600,1,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.49,0.2424
600,600,1,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.46,0.2458
600,600,1,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,1.47,0.2447
600,600,100,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,9.57,3.7608
600,600,1000,50,50mm,f/20.0,50 units,Circle (∅2.5mm),1/0.017,100,32,79.66,4.5192
